spp,t_c,block,sample,date,time,conductance,temp_C,sample_ID,sensor_serial_num,sensor_calNum,leaf_sensor_RH,filter_sensor_RH,pre_post
SF,T,B,4,9/2/16,8:45:00,622.1,29.2,SFTB4,LPS2641,2503702,60,23.1,pre
PB,T,B,1,9/2/16,8:46:00,725.8,29.3,PBTB1,LPS2641,2503702,62.7,25.5,pre
PB,T,B,2,9/2/16,8:48:00,158.4,29.4,PBTB2,LPS2641,2503702,41.2,16.8,pre
PB,T,B,3,9/2/16,8:50:00,336.2,29.4,PBTB3,LPS2641,2503702,52.7,21.1,pre
PB,T,B,4,9/2/16,8:51:00,351.6,29.3,PBTB4,LPS2641,2503702,53.4,21.4,pre
DW,T,B,1,9/2/16,8:53:00,673.3,29.4,DWTB1,LPS2641,2503702,61.9,25.4,pre
DW,T,B,2,9/2/16,8:54:00,336.9,29.6,DWTB2,LPS2641,2503702,52.9,21.4,pre
DW,T,B,3,9/2/16,8:56:00,530.1,29.7,DWTB3,LPS2641,2503702,58.6,23.3,pre
DW,T,B,4,9/2/16,8:57:00,108,29.8,DWTB4,LPS2641,2503702,34.9,14.3,pre
SF,T,A,1,9/2/16,8:59:00,745.4,29.8,SFTA1,LPS2641,2503702,62.6,25.1,pre
SF,T,A,2,9/2/16,9:00:00,619.3,30,SFTA2,LPS2641,2503702,60.7,24.5,pre
SF,T,A,3,9/2/16,9:02:00,610.1,30.2,SFTA3,LPS2641,2503702,59.7,22.8,pre
SF,T,A,4,9/2/16,9:03:00,591.2,30.4,SFTA4,LPS2641,2503702,60.2,24.4,pre
BA,T,B,1,9/2/16,9:05:00,354.8,30.6,BATB1,LPS2641,2503702,53.9,22.3,pre
BA,T,B,2,9/2/16,9:07:00,284.1,30.7,BATB2,LPS2641,2503702,50.9,21.2,pre
BA,T,B,3,9/2/16,9:08:00,175.1,30.6,BATB3,LPS2641,2503702,43.3,18.2,pre
BA,T,B,4,9/2/16,9:10:00,347,30.5,BATB4,LPS2641,2503702,53.6,22.2,pre
PB,T,A,1,9/2/16,9:11:00,220,30.4,PBTA1,LPS2641,2503702,47.1,19.9,pre
PB,T,A,2,9/2/16,9:13:00,94.7,30.3,PBTA2,LPS2641,2503702,32.9,13.7,pre
PB,T,A,3,9/2/16,9:14:00,116.6,30.3,PBTA3,LPS2641,2503702,36.1,14.8,pre
PB,T,A,4,9/2/16,9:16:00,85,30.2,PBTA4,LPS2641,2503702,31.2,13.1,pre
DW,T,A,1,9/2/16,9:17:00,151,30.3,DWTA1,LPS2641,2503702,41.1,17.4,pre
DW,T,A,2,9/2/16,9:19:00,152.2,30.8,DWTA2,LPS2641,2503702,42.7,19.6,pre
DW,T,A,3,9/2/16,9:22:00,113.4,31.7,DWTA3,LPS2641,2503702,36.9,16.4,pre
DW,T,A,4,9/2/16,9:24:00,137,31.7,DWTA4,LPS2641,2503702,41.3,19.4,pre
DW,C,A,1,9/2/16,9:32:00,202.7,33.3,DWCA1,LPS2641,2503702,47.4,21.8,na
DW,C,A,2,9/2/16,9:33:00,288.3,32.7,DWCA2,LPS2641,2503702,53.1,24.7,na
DW,C,A,3,9/2/16,9:35:00,286.6,32.4,DWCA3,LPS2641,2503702,52.8,24.3,na
DW,C,A,4,9/2/16,9:37:00,294.8,32.2,DWCA4,LPS2641,2503702,53.2,24.4,na
DW,C,A,5,9/2/16,9:40:00,213.1,32.2,DWCA5,LPS2641,2503702,47.8,21.5,na
DW,C,A,6,9/2/16,9:42:00,273.3,31.9,DWCA6,LPS2641,2503702,52,23.8,na
BA,C,A,1,9/2/16,9:44:00,423.9,27.4,BACA1,LPS2633,2702804,54.6,25,na
DW,C,A,7,9/2/16,9:44:00,223.8,31.6,DWCA7,LPS2641,2503702,49,22.5,na
BA,C,A,2,9/2/16,9:46:00,390.3,27.7,BACA2,LPS2633,2702804,53.2,24.2,na
DW,C,A,8,9/2/16,9:46:00,250.5,31.5,DWCA8,LPS2641,2503702,50.7,23.2,na
BA,C,A,3,9/2/16,9:48:00,390.1,28,BACA3,LPS2633,2702804,51.1,20.7,na
PB,C,A,1,9/2/16,9:48:00,331.3,31.4,PBCA1,LPS2641,2503702,55.2,25.6,na
BA,C,A,4,9/2/16,9:49:00,383.8,28.1,BACA4,LPS2633,2702804,50.9,20.7,na
PB,C,A,2,9/2/16,9:50:00,391.4,31.3,PBCA2,LPS2641,2503702,56,24.1,na
BA,C,A,5,9/2/16,9:51:00,340.9,28.3,BACA5,LPS2633,2702804,51.6,23.9,na
BA,C,A,6,9/2/16,9:52:00,371,28.5,BACA6,LPS2633,2702804,53.4,25.4,na
PB,C,A,3,9/2/16,9:52:00,392,31.2,PBCA3,LPS2641,2503702,56.8,25.4,na
BA,C,A,7,9/2/16,9:54:00,244.3,28.5,BACA7,LPS2633,2702804,45.2,19.8,na
PB,C,A,4,9/2/16,9:54:00,349.6,31.2,PBCA4,LPS2641,2503702,54.7,23.8,na
BA,C,A,8,9/2/16,9:55:00,291.8,29.2,BACA8,LPS2633,2702804,48.8,22.2,na
PB,C,A,5,9/2/16,9:56:00,411.7,31.3,PBCA5,LPS2641,2503702,57.5,25.9,na
SF,C,B,1,9/2/16,9:57:00,587,29.3,SFCB1,LPS2633,2702804,59.2,27.4,na
PB,C,A,6,9/2/16,9:58:00,464.3,31.2,PBCA6,LPS2641,2503702,58.4,25.4,na
SF,C,B,2,9/2/16,9:59:00,729.1,29.3,SFCB2,LPS2633,2702804,62.3,29.5,na
PB,C,A,7,9/2/16,10:00:00,484,31.3,PBCA7,LPS2641,2503702,58.8,25.3,na
SF,C,B,3,9/2/16,10:01:00,708.9,29.2,SFCB3,LPS2633,2702804,61.7,28.8,na
PB,C,A,8,9/2/16,10:02:00,399.2,31.5,PBCA8,LPS2641,2503702,56.7,25,na
SF,C,B,4,9/2/16,10:03:00,641,29.1,SFCB4,LPS2633,2702804,60.4,28.1,na
SF,C,B,5,9/2/16,10:05:00,324.9,29,SFCB5,LPS2633,2702804,51.1,24,na
BA,T,A,5,9/2/16,10:07:00,250.9,29.9,BATA5,LPS2641,2503702,48.2,19.1,post
SF,C,B,6,9/2/16,10:07:00,711.6,28.8,SFCB6,LPS2633,2702804,61.6,28.5,na
SF,C,B,7,9/2/16,10:09:00,670.7,28.6,SFCB7,LPS2633,2702804,61.4,29,na
BA,T,A,6,9/2/16,10:10:00,216.4,29.7,BATA6,LPS2641,2503702,45.9,18.2,post
SF,C,B,8,9/2/16,10:11:00,352.1,28.4,SFCB8,LPS2633,2702804,52.3,24.5,na
BA,T,A,7,9/2/16,10:12:00,175.6,29.5,BATA7,LPS2641,2503702,42.7,17.2,post
PB,C,B,1,9/2/16,10:12:00,557,28.4,PBCB1,LPS2633,2702804,58.6,27.2,na
BA,T,A,8,9/2/16,10:14:00,402.2,29.5,BATA8,LPS2641,2503702,55.9,23.3,post
PB,C,B,2,9/2/16,10:14:00,653.7,28.2,PBCB2,LPS2633,2702804,60.6,28,na
SF,T,B,5,9/2/16,10:16:00,431.6,29.4,SFTB5,LPS2641,2503702,56.2,22.7,post
PB,C,B,3,9/2/16,10:16:00,539.2,28.2,PBCB3,LPS2633,2702804,58.5,27.5,na
PB,C,B,4,9/2/16,10:18:00,534.2,28.3,PBCB4,LPS2633,2702804,58,26.8,na
SF,T,B,6,9/2/16,10:19:00,619.5,29.4,SFTB6,LPS2641,2503702,60.5,24.2,post
PB,C,B,5,9/2/16,10:20:00,647.9,28.4,PBCB5,LPS2633,2702804,60.6,28.2,na
SF,T,B,7,9/2/16,10:21:00,280.1,29.5,SFTB7,LPS2641,2503702,50.1,20.2,post
PB,C,B,6,9/2/16,10:22:00,481.8,28.4,PBCB6,LPS2633,2702804,57.2,27.2,na
SF,T,B,8,9/2/16,10:22:00,572,29.5,SFTB8,LPS2641,2503702,59.9,24.3,post
PB,C,B,7,9/2/16,10:23:00,610.6,28.3,PBCB7,LPS2633,2702804,59.9,28,na
PB,C,B,8,9/2/16,10:25:00,587.9,28.1,PBCB8,LPS2633,2702804,59.7,28.1,na
DW,C,B,1,9/2/16,10:27:00,582.3,28.2,DWCB1,LPS2633,2702804,58.6,26.4,na
DW,C,B,2,9/2/16,10:29:00,633.6,28.4,DWCB2,LPS2633,2702804,60.2,27.8,na
DW,C,B,3,9/2/16,10:31:00,423.6,28.3,DWCB3,LPS2633,2702804,54.5,24.8,na
DW,C,B,4,9/2/16,10:33:00,592,28.4,DWCB4,LPS2633,2702804,59.4,27.5,na
PB,T,B,5,9/2/16,10:33:00,432.4,28.6,PBTB5,LPS2641,2503702,54.3,19.1,post
DW,C,B,5,9/2/16,10:34:00,744.2,28.6,DWCB5,LPS2633,2702804,60.1,24.9,na
PB,T,B,6,9/2/16,10:35:00,546.8,28.5,PBTB6,LPS2641,2503702,58.9,23.3,post
DW,C,B,6,9/2/16,10:37:00,595.3,28.8,DWCB6,LPS2633,2702804,58.9,26.6,na
PB,T,B,7,9/2/16,10:38:00,463.4,28.1,PBTB7,LPS2641,2503702,55.3,19.7,post
DW,C,B,7,9/2/16,10:39:00,315.3,28.8,DWCB7,LPS2633,2702804,48.3,20.2,na
DW,C,B,8,9/2/16,10:40:00,564.8,28.8,DWCB8,LPS2633,2702804,58.2,26.3,na
PB,T,B,8,9/2/16,10:40:00,273.9,28,PBTB8,LPS2641,2503702,49.9,20.1,post
DW,T,B,5,9/2/16,10:44:00,358,28.2,DWTB5,LPS2641,2503702,53,20.4,post
DW,T,B,6,9/2/16,10:46:00,453.3,28.7,DWTB6,LPS2641,2503702,56.7,22.6,post
SF,C,A,1,9/2/16,10:46:00,754.6,30.4,SFCA1,LPS2633,2702804,62.5,29.3,na
DW,T,B,7,9/2/16,10:48:00,200.5,29.2,DWTB7,LPS2641,2503702,45.4,18.8,post
SF,C,A,2,9/2/16,10:49:00,890.9,30.2,SFCA2,LPS2633,2702804,64.2,29.9,na
DW,T,B,8,9/2/16,10:50:00,229.9,29.8,DWTB8,LPS2641,2503702,47.6,19.7,post
SF,C,A,3,9/2/16,10:51:00,825.6,29.8,SFCA3,LPS2633,2702804,63.7,30.2,na
SF,C,A,4,9/2/16,10:53:00,725.3,29.6,SFCA4,LPS2633,2702804,62,28.9,na
SF,C,A,5,9/2/16,10:55:00,492.2,29.3,SFCA5,LPS2633,2702804,57.3,27,na
SF,C,A,6,9/2/16,10:56:00,792.4,29.2,SFCA6,LPS2633,2702804,62.9,29.2,na
SF,C,A,7,9/2/16,10:58:00,801.3,29.2,SFCA7,LPS2633,2702804,63.6,30.5,na
SF,C,A,8,9/2/16,11:00:00,776.8,29.1,SFCA8,LPS2633,2702804,63.1,30,na
BA,C,B,1,9/2/16,11:02:00,434.3,29,BACB1,LPS2633,2702804,54.4,24.3,na
SF,T,A,5,9/2/16,11:02:00,711.2,30.7,SFTA5,LPS2641,2503702,61,22.7,post
BA,C,B,2,9/2/16,11:04:00,390.9,29,BACB2,LPS2633,2702804,52.6,23.2,na
SF,T,A,6,9/2/16,11:04:00,744.9,30.3,SFTA6,LPS2641,2503702,63.8,27.4,post
BA,C,B,3,9/2/16,11:05:00,215.9,29.1,BACB3,LPS2633,2702804,44.1,20.3,na
BA,C,B,4,9/2/16,11:07:00,367.4,29.1,BACB4,LPS2633,2702804,52.7,24.4,na
BA,C,B,5,9/2/16,11:08:00,407.9,29.2,BACB5,LPS2633,2702804,54.3,25.2,na
SF,T,A,7,9/2/16,11:08:00,701,29.9,SFTA7,LPS2641,2503702,62.2,25.3,post
BA,C,B,6,9/2/16,11:10:00,510.3,29.2,BACB6,LPS2633,2702804,55.6,23.6,na
SF,T,A,8,9/2/16,11:10:00,849.9,29.8,SFTA8,LPS2641,2503702,64.8,27.3,post
BA,C,B,7,9/2/16,11:11:00,507.8,29.3,BACB7,LPS2633,2702804,57.6,27.1,na
BA,C,B,8,9/2/16,11:13:00,270.2,29.1,BACB8,LPS2633,2702804,47.9,22.2,na
BA,T,B,5,9/2/16,11:14:00,413.4,30.6,BATA5,LPS2641,2503702,55.6,22.4,post
BA,T,B,6,9/2/16,11:16:00,338.8,30.8,BATA6,LPS2641,2503702,53.5,22.4,post
BA,T,B,7,9/2/16,11:18:00,354.2,31,BATA7,LPS2641,2503702,52.2,19.4,post
BA,T,B,8,9/2/16,11:21:00,363.8,30.9,BATA8,LPS2641,2503702,54.8,23.4,post
PB,T,A,5,9/2/16,11:28:00,472.1,30,PBTA5,LPS2641,2503702,57,22.5,post
PB,T,A,6,9/2/16,11:32:00,612.3,29.2,PBTA6,LPS2641,2503702,60.5,24.3,post
PB,T,A,7,9/2/16,11:33:00,554.9,29.1,PBTA7,LPS2641,2503702,59.9,24.8,post
PB,T,A,8,9/2/16,11:35:00,248,28.9,PBTA8,LPS2641,2503702,48.5,19.7,post
DW,T,A,5,9/2/16,11:37:00,506.4,29,DWTA5,LPS2641,2503702,58.7,24.2,post
DW,T,A,6,9/2/16,11:39:00,286.2,29.2,DWTA6,LPS2641,2503702,51.7,22.3,post
DW,T,A,7,9/2/16,11:41:00,508.3,29.2,DWTA7,LPS2641,2503702,57.4,21.8,post
DW,T,A,8,9/2/16,11:43:00,290.9,29.4,DWTA8,LPS2641,2503702,52.1,22.7,post
